Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
https://www.goodreads.com/book/show/60102274-a-face-in-the-crowd-the-longest-december,A Face in the Crowd / The Longest December,Stephen King,Horror,English,3.86,914,"March 21, 2023",144,21,"2,037"
https://www.goodreads.com/book/show/22844181-fair-extension,Fair Extension,Stephen King,Horror,,3.65,915,,,6,452
https://www.goodreads.com/book/show/31281039-autopsy-room-four,Autopsy Room Four,Stephen King,Horror,,3.82,870,"May 1, 2004",,4,552
https://www.goodreads.com/book/show/1011198.Needful_Things,Needful Things,Stephen King,Horror,English,4.16,799,"Published October 1, 1991",Audio Cassette,89,702
https://www.goodreads.com/book/show/13093998-premium-harmony,Premium Harmony,Stephen King,Short Stories,English,2.93,"1,109","November 9, 2009",5,5,512
https://www.goodreads.com/book/show/155754.Gramma,Gramma,Stephen King,Horror,English,3.8,841,"June 30, 1986",Audio Cassette,9,888
https://www.goodreads.com/book/show/999969.Stephen_King_6,Stephen King 6: The Bachman Books/Thinner/The Tommyknockers,Stephen King,Horror,English,4.27,731,"Published October 1, 1990",Paperback,4,606
https://www.goodreads.com/book/show/58964946-red-screen,Red Screen,Stephen King,Horror,English,3.59,866,"September 9, 2021",17,9,"1,035"
https://www.goodreads.com/book/show/2889265-word-processor-of-the-gods,Word Processor of the Gods,Stephen King,Horror,Multiple languages,3.79,813,"January 1, 1983",105,9,641
https://www.goodreads.com/book/show/60321051-the-gwendy-collection,The Gwendy Collection: Gwendy's Button Box / Gwendy's Magic Feather / Gwendy's Final Task,Stephen King,Horror,English,4.14,743,"October 25, 2022",688,43,16.7k
https://www.goodreads.com/book/show/28490345-descendants,Descendants,Stephen King,Horror,English,3.7,827,"Published January 7, 2016",196,389,226
https://www.goodreads.com/book/show/155509.Nachts,Nachts,Stephen King,Horror,German,3.67,829,"January 1, 1990",512,25,607
https://www.goodreads.com/book/show/22351509-low-men-in-yellow-coats,Low Men In Yellow Coats,Stephen King,Fiction,Italian,4.24,710,"Published September 4, 2018",298,3,759
https://www.goodreads.com/book/show/55459874-the-wastelands,The Wastelands,Stephen King,Fantasy,English,4.28,695,,,54,196
https://www.goodreads.com/book/show/20747126-night-surf,Night Surf,Stephen King,Short Stories,,3.1,915,,,1 person is currently reading,627
https://www.goodreads.com/book/show/20779185-the-man-who-loved-flowers,The Man Who Loved Flowers,Stephen King,Horror,,3.5,810,,,9,619
https://www.goodreads.com/book/show/41087721-lite-krasslig-bara,"Lite krasslig, bara",Stephen King,Horror,Swedish,3.54,792,"May 24, 2011",34,7,210
https://www.goodreads.com/book/show/1829647.Skazani_na_Shawshank,Skazani na Shawshank,Stephen King,Fiction,Polish,4.36,641,"Published January 1, 1998",512,22,378
https://www.goodreads.com/book/show/36142279-the-dark-tower-boxed-set,The Dark Tower Boxed Set,Stephen King,Fiction,English,4.65,593,"Published September 5, 2017",5815,484,582
https://www.goodreads.com/book/show/57213544-the-life-of-chuck,The Life of Chuck,Stephen King,Short Stories,,3.72,723,,58,12,480
https://www.goodreads.com/book/show/11599.The_Dead_Zone_Cujo,The Dead Zone/Cujo,Stephen King,Horror,English,4.31,623,"December 31, 1997",812,18,879
https://www.goodreads.com/book/show/8269062-screenplays-by-stephen-king,"Screenplays by Stephen King: Rose Red, Kingdom Hospital, Creepshow, the Stand, Children of the Corn, Cat's Eye, Pet Sematary",Stephen King,Horror,,3.92,676,"January 1, 1980",90,5,989
https://www.goodreads.com/book/show/2410846.Christine_The_Shining_Cujo,Christine/The Shining/Cujo,Stephen King,Horror,English,4.42,570,"October 26, 1983",Paperback,3,411
https://www.goodreads.com/book/show/2884647-trucks,Trucks,Stephen King,Horror,German,3.46,725,"January 1, 1987",Audiobook,11,651
https://www.goodreads.com/book/show/18811972-the-ledge,The Ledge,Stephen King,Short Stories,,3.88,641,,,2,466
https://www.goodreads.com/book/show/847668.Omnibus,Omnibus: Skeleton Crew / Different Seasons,Stephen King,Horror,,4.4,559,"January 1, 2001",1168,13,702
https://www.goodreads.com/book/show/59138278-chambre-1408,Chambre 1408,Stephen King,Horror,French,3.26,752,"Published September 29, 2021",128,12,413
https://www.goodreads.com/book/show/116332.The_Stand_The_Dark_Half,The Stand / The Dark Half,Stephen King,Horror,English,4.45,549,"June 1, 1991",Paperback,7,332
https://www.goodreads.com/book/show/12441751-dos-historias-para-no-dormir,Dos historias para no dormir,Stephen King,Horror,Spanish; Castilian,3.37,719,"January 1, 1985",119,14,477
https://www.goodreads.com/book/show/150309373-mr-harrigan-s-phone,Mr. Harrigan's Phone,Stephen King,Horror,English,3.92,586,"Published April 21, 2020",88,11,203
https://www.goodreads.com/book/show/847665.Stephen_King_3,"Stephen King 3: Different Seasons, The Stand, Skeleton Crew",Stephen King,Horror,English,4.43,503,"October 2, 1978",1150,4,477
https://www.goodreads.com/book/show/20776100-i-know-what-you-need,I Know What You Need,Stephen King,Horror,,3.74,595,,,5,591
https://www.goodreads.com/book/show/28098.Bag_of_Bones_the_Green_Mile_the_Girl_Who_Loved_Tom_Gordon,Bag of Bones/the Green Mile/the Girl Who Loved Tom Gordon,Stephen King,Horror,English,4.37,504,"November 1, 2000",Paperback,3,382
https://www.goodreads.com/book/show/38889376-el-superviviente,El superviviente,Stephen King,Horror,Spanish; Castilian,3.76,584,,45,7,271
https://www.goodreads.com/book/show/47550.La_Torre_Oscura_VII_Tomo_1_of_2,La Torre Oscura VII - Tomo 1 of 2,Stephen King,Fantasy,Spanish; Castilian,4.18,514,"February 1, 2004",512,17,514
https://www.goodreads.com/book/show/5192845-nightmares-dreamscapes-volume-ii,"Nightmares & Dreamscapes, Volume II",Stephen King,Horror,,4.01,505,"October 29, 1993",Audio CD,7,504
https://www.goodreads.com/book/show/920670.The_Shining_Carrie_Misery,The Shining / Carrie / Misery,Stephen King,Horror,English,4.47,430,"January 1, 1974",686,24,460
https://www.goodreads.com/book/show/116337.Abgrund,Abgrund: Nightmares and Dreamscapes,Stephen King,Horror,German,3.54,543,"September 29, 1993",446,35,733
https://www.goodreads.com/book/show/37541402-cain-rose-up,Cain Rose Up,Stephen King,Horror,,3.52,538,,,3,288
https://www.goodreads.com/book/show/31283049-batman-and-robin-have-an-altercation,Batman and Robin have an Altercation,Stephen King,Short Stories,,3.62,518,"January 1, 2012",,3,227
https://www.goodreads.com/book/show/45576874-the-darkness,THE DARKNESS,Stephen King,Horror,English,3.96,473,"Published May 6, 2019",290,513,249
https://www.goodreads.com/book/show/1567989.Firestarter_The_Dead_Zone_Salem_s_Lot,Firestarter / The Dead Zone / Salem's Lot,Stephen King,Horror,English,4.37,424,"September 29, 1980",Paperback,4,305
https://www.goodreads.com/book/show/31362725-the-lawnmower-man,The Lawnmower Man,Stephen King,Short Stories,,3.14,589,"Published January 1, 1975",,3,325
https://www.goodreads.com/book/show/155405.My_Pretty_Pony,My Pretty Pony,Stephen King,Horror,English,3.65,488,"January 1, 1989",100,4,984
https://www.goodreads.com/book/show/970229.Acclaimed_Stories_from_the_World_s_Bestselling_Author,Acclaimed Stories from the World's Bestselling Author: Different Seasons; Skeleton Crew; Nightmares & Dreamscapes,Stephen King,Horror,English,4.36,403,"October 30, 1988",Paperback,3,478
https://www.goodreads.com/book/show/1597554.Dolores_Claiborne_Insomnia,Dolores Claiborne/Insomnia,Stephen King,Horror,English,4.26,410,"Published November 1, 1995",Paperback,3,374
https://www.goodreads.com/book/show/52281241-the-waste-lands,"The Waste Lands: The Dark Towers, Book III",Stephen King,Fantasy,English,4.46,386,"Published November 5, 2019",1,15,142
https://www.goodreads.com/book/show/61159541-sleeping-beauties-vol-2,"Sleeping Beauties, Vol. 2",Stephen King,Horror,English,3.47,488,"Published July 26, 2022",128,71,203
https://www.goodreads.com/book/show/31580134-the-dark-tower-series-books-volume-1---8-collection-set-by-stephen-king,The Dark Tower Series Books Volume 1 - 8 Collection Set by Stephen King,Stephen King,Fiction,English,4.56,369,"Published January 1, 2012",Paperback,38,618
https://www.goodreads.com/book/show/21877382-the-woman-in-the-room,The Woman in the Room,Stephen King,Short Stories,English,3.24,518,"January 1, 1978",14,5,435
https://www.goodreads.com/book/show/12364626-upori-te-i-deo,Uporište I deo,Stephen King,Horror,Serbian,4.31,375,"October 3, 1978",415,14,135
https://www.goodreads.com/book/show/848441.Carrie_The_Tommyknockers,Carrie / The Tommyknockers,Stephen King,Horror,English,4.22,377,"January 1, 1988",785,5,364
https://www.goodreads.com/book/show/17230288-i,"Четири след полунощ, част I: Ланголиерите; Таен прозорец, тайна градина",Stephen King,Horror,Bulgarian,4.36,365,"January 1, 1992",544,4,163
https://www.goodreads.com/book/show/13089256-herman-wouk-is-still-alive,Herman Wouk Is Still Alive,Stephen King,Short Stories,English,3.46,455,"May 1, 2011",25,6,556
https://www.goodreads.com/book/show/6375216-the-end-of-the-whole-mess-and-other-stories,The End of the Whole Mess and Other Stories,Stephen King,Horror,English,3.74,421,"September 29, 2009",5,4,633
https://www.goodreads.com/book/show/63830178-zielona-mila,Zielona Mila,Stephen King,Horror,Polish,4.53,346,"Published June 15, 2021",416,64,478
https://www.goodreads.com/book/show/34309521-dark-screams,Dark Screams: Volume Six,Stephen King,Horror,English,3.51,434,"April 25, 2017",161,219,338
https://www.goodreads.com/book/show/6537310-six-stories,Six Stories,Stephen King,Horror,English,3.72,405,"January 1, 1997",197,11,919
https://www.goodreads.com/book/show/11594.La_Torre_Oscura_VII_Tomo_2_of_2,La Torre Oscura VII - Tomo 2 of 2,Stephen King,Fantasy,Spanish; Castilian,4.32,345,"September 21, 2004",496,,169
https://www.goodreads.com/book/show/56948957-the-bachman-books,The Bachman Books: Rage/The Long Walk/Roadwork/The Running Man,Stephen King,Horror,English,4.3,339,"Published January 1, 1987",692,44,424
https://www.goodreads.com/book/show/15817963-the-little-green-god-of-agony,The Little Green God of Agony,Stephen King,Horror,English,3.56,406,"January 1, 2011",28,4,521
https://www.goodreads.com/book/show/11565.The_Secretary_of_Dreams_Volume_One,"The Secretary of Dreams, Volume One",Stephen King,Horror,English,4.47,323,"October 30, 2006",281,4,"1,706"
https://www.goodreads.com/book/show/20749427-gray-matter,Gray Matter,Stephen King,Horror,,3.34,428,,,2,200
https://www.goodreads.com/book/show/6289689-sorry-right-number-and-other-stories,"Sorry, Right Number, and Other Stories",Stephen King,Horror,English,3.81,370,"September 29, 2009",4,5,713
https://www.goodreads.com/book/show/12120005-upori-te-iii-deo,Uporište III deo,Stephen King,Horror,Serbian,4.32,326,"September 1, 1978",275,4,184
https://www.goodreads.com/book/show/40897646-the-cat-from-hell,The Cat from Hell,Stephen King,Horror,English,3.72,381,"January 1, 2014",20,7,356
https://www.goodreads.com/book/show/18337996-the-ballad-of-the-flexible-bullet,Баллада о гибкой пуле [The Ballad of the Flexible Bullet],Stephen King,Horror,Russian,3.64,380,"Published January 1, 1999",Paperback,7,139
https://www.goodreads.com/book/show/5476125-nightmares-dreamscapes-volume-iii,"Nightmares & Dreamscapes, Volume III",Stephen King,Horror,English,4.02,343,"July 1, 1994",Audio CD,4,396
https://www.goodreads.com/book/show/22369806-all-that-you-love-will-be-carried-away,All That You Love Will Be Carried Away,Stephen King,Short Stories,English,3.45,396,"January 1, 2011",Audio CD,,472
https://www.goodreads.com/book/show/27776403-obits,Obits,Stephen King,Short Stories,English,3.76,361,"November 3, 2015",36,6,511
https://www.goodreads.com/book/show/61322579-la-larga-marcha,La larga marcha,Stephen King,Thriller,Spanish; Castilian,3.73,362,"Published January 1, 2022",352,31,309
https://www.goodreads.com/book/show/12364639-upori-te-ii-deo,Uporište II deo,Stephen King,Horror,Serbian,4.27,315,"September 1, 1978",520,6,168
https://www.goodreads.com/book/show/48554190,الشبح الذي جاء يعتذر,Stephen King,Short Stories,Arabic,3.41,393,"Published January 1, 2019",400,50,"1,072"
https://www.goodreads.com/book/show/36159051-here-there-be-tygers,Here There Be Tygers,Stephen King,Horror,English,2.51,528,"April 1, 1968",6,1 person is currently reading,178
https://www.goodreads.com/book/show/10581.The_Mist,The Mist: In 3 D Sound,Stephen King,Horror,English,3.86,340,"August 29, 1980",2,2,80
https://www.goodreads.com/book/show/2635353-four-past-midnight-needful-things,Four Past Midnight / Needful Things,Stephen King,,English,4.23,307,"Published November 1, 1995",Paperback,6,158
https://www.goodreads.com/book/show/40816495-battleground,Battleground,Stephen King,Short Stories,English,3.31,391,"January 1, 1972",10,,215
https://www.goodreads.com/book/show/6509372-chattery-teeth-and-other-stories,"Chattery Teeth, and Other Stories",Stephen King,Horror,English,3.82,337,"January 1, 1992",5,2,581
https://www.goodreads.com/book/show/6346098-the-house-on-maple-street,The House on Maple Street: and Other Stories,Stephen King,Horror,English,3.62,354,"June 30, 2009",5,9,825
https://www.goodreads.com/book/show/6400590-it-grows-on-you-and-other-stories,"It Grows on You, and Other Stories",Stephen King,Horror,English,3.6,355,"September 29, 2009",Audio CD,1 person is currently reading,526
https://www.goodreads.com/book/show/6520574-dolan-s-cadillac-and-other-stories,"Dolan's Cadillac, and Other Stories",Stephen King,Horror,English,3.96,318,"June 30, 2009",Audio CD,7,486
https://www.goodreads.com/book/show/22614216-willa,Willa,Stephen King,Short Stories,,3.66,339,"December 1, 2006",24,4,310
https://www.goodreads.com/book/show/10599.Gray_Matter_and_Other_Stories_from_Night_Shift,Gray Matter and Other Stories from Night Shift,Stephen King,Horror,English,3.81,325,"Published August 1, 1993",Audio Cassette,4,338
https://www.goodreads.com/book/show/59169371-the-last-rung-on-the-ladder,The Last Rung On the Ladder,Stephen King,Short Stories,English,4.05,302,"Published February 1, 1978",10,1 person is currently reading,168
https://www.goodreads.com/book/show/37541420-the-wedding-gig,The Wedding Gig,Stephen King,Short Stories,English,3.34,358,,12,1 person is currently reading,191
https://www.goodreads.com/book/show/57299259-rat,Rat,Stephen King,Horror,English,3.73,320,,3,8,105
https://www.goodreads.com/book/show/363071.The_Ransome_Women_The_Things_They_Left_Behind,The Ransome Women; The Things They Left Behind,Stephen King,Fiction,English,3.57,330,"August 29, 2006",320,3,413
https://www.goodreads.com/book/show/53196632-suffer-the-little-children,Suffer The Little Children,Stephen King,Horror,English,3.67,320,,Audiobook,4,255
https://www.goodreads.com/book/show/22888764-that-bus-is-another-world,That Bus Is Another World,Stephen King,Short Stories,English,3.45,339,"August 1, 2014",4,2,699
https://www.goodreads.com/book/show/51491217-the-fifth-step,The Fifth Step,Stephen King,Short Stories,English,4.0,285,"March 1, 2020",10,2,82
https://www.goodreads.com/book/show/155525.Katzenauge_Filmerz_hlungen,Katzenauge. Filmerzählungen,Stephen King,Horror,German,3.76,299,"January 1, 1986",236,,195
https://www.goodreads.com/book/show/18929109-de-laatste-laddersport,De laatste laddersport,Stephen King,Short Stories,Dutch; Flemish,4.03,268,"January 1, 1987",173,2,270
https://www.goodreads.com/book/show/2039347.Stephen_King_Collection,Stephen King Collection,Stephen King,Horror,English,4.51,233,"Published December 1, 1991",Paperback,6,911
https://www.goodreads.com/book/show/27256336-skeleton-crew,Skeleton Crew: Nona,Stephen King,Horror,English,3.66,286,,1,4,118
https://www.goodreads.com/book/show/155522.Im_Morgengrauen_Unheimliche_Geschichten,Im Morgengrauen. Unheimliche Geschichten,Stephen King,Horror,German,3.64,287,"February 1, 1987",281,8,238
https://www.goodreads.com/book/show/45714016-before-the-play,Before the Play: Prequel to The Shining,Stephen King,Horror,English,3.79,278,"August 1, 1982",44,7,"1,435"
https://www.goodreads.com/book/show/30320208-hearts-in-suspension,Hearts in Suspension,Stephen King,Nonfiction,English,4.05,254,"November 7, 2016",373,14,"2,105"
https://www.goodreads.com/book/show/37541428-paranoid,Paranoid: A Chant,Stephen King,Horror,English,3.25,310,,1,1 person is currently reading,167
https://www.goodreads.com/book/show/48979118-the-night-flier,The Night Flier,Stephen King,Horror,,3.53,282,,,6,252
https://www.goodreads.com/book/show/17801861-stephen-king,Stephen King: The Playboy Interview,Stephen King,Nonfiction,English,4.21,234,"June 1, 1983",33,50,670
https://www.goodreads.com/book/show/1810173.Brume_,Brume : Paranoïa,Stephen King,Horror,French,3.65,270,"January 1, 1985",409,8,145
https://www.goodreads.com/book/show/37541487-morning-deliveries,Morning Deliveries,Stephen King,Horror,English,3.43,284,,1,2,178
https://www.goodreads.com/book/show/59445270-apr-s,Après,Stephen King,Thriller,French,3.82,255,"Published November 3, 2021",324,12,86
https://www.goodreads.com/book/show/1802431._a_1,Ça - 1,Stephen King,Horror,French,4.28,227,"September 15, 1986",499,5,129
https://www.goodreads.com/book/show/33311029-crouch-end,Crouch End: Story aus Albträume,Stephen King,Horror,German,3.6,267,"Published August 22, 2016",50,5,122
