,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
162,163,https://www.goodreads.com/book/show/63028719-the-sun-and-the-star,The Sun and the Star: A Nico di Angelo Adventure,Rick Riordan,Fantasy,English,4.23,"44,443","May 2, 2023",480,"5,384",53.7k
163,164,https://www.goodreads.com/book/show/89144437-the-spirit-bares-its-teeth,The Spirit Bares Its Teeth,Andrew Joseph White,Horror,English,4.49,"11,508","September 5, 2023",399,848,44.4k
164,165,https://www.goodreads.com/book/show/61423072-queen-charlotte,Queen Charlotte,Julia Quinn,Romance,English,4.16,"36,296","May 9, 2023",352,"3,047",43.9k
165,166,https://www.goodreads.com/book/show/125415575-unnatural-death,Unnatural Death,Patricia Cornwell,Mystery,English,3.97,"15,988","November 23, 2023",432,"2,753","9,993"
166,167,https://www.goodreads.com/book/show/62873999-translation-state,Translation State,Ann Leckie,Science Fiction,English,4.07,"13,462","June 6, 2023",422,"1,442",38.5k
167,168,https://www.goodreads.com/book/show/123764393-linghun,Linghun,Ai Jiang,Horror,English,3.92,"2,202","April 4, 2023",178,74,"8,386"
168,169,https://www.goodreads.com/book/show/75607709-lore-olympus,Lore Olympus: Volume Five,Rachel Smythe,Graphic Novels,English,4.46,"24,466","October 3, 2023",400,255,11.5k
169,170,https://www.goodreads.com/book/show/101144869-the-long-game,The Long Game,Elena Armas,Romance,English,3.57,"79,591","September 5, 2023",373,"4,765",150k
170,171,https://www.goodreads.com/book/show/61244268-godkiller,Godkiller,Hannah Kaner,Fantasy,English,3.89,"41,512","January 19, 2023",304,"5,000",121k
171,172,https://www.goodreads.com/book/show/61964751-the-secret-book-of-flora-lea,The Secret Book of Flora Lea,Patti Callahan Henry,Historical Fiction,English,4.06,"65,964","May 2, 2023",355,"4,095",125k
172,173,https://www.goodreads.com/book/show/157184735-rouge,Rouge,Mona Awad,Horror,English,3.54,"34,137","September 12, 2023",383,"3,660",122k
173,174,https://www.goodreads.com/book/show/59406591-painted-devils,Painted Devils,Margaret Owen,Fantasy,English,4.26,"6,023","May 16, 2023",512,340,23.9k
174,175,https://www.goodreads.com/book/show/60636985-horses-of-fire,Horses of Fire,A.D. Rhine,Mythology,English,4.14,881,"July 18, 2023",560,143,14.9k
175,176,https://www.goodreads.com/book/show/59366256-collateral-damage,Collateral Damage,J.A. Jance,Mystery,English,4.28,"5,040","March 14, 2023",320,617,"3,839"
176,177,https://www.goodreads.com/book/show/60531410-the-frugal-wizard-s-handbook-for-surviving-medieval-england,The Frugal Wizard’s Handbook for Surviving Medieval England,Brandon Sanderson,Fantasy,English,3.77,"53,734","July 27, 2023",399,"3,273",49.6k
177,178,https://www.goodreads.com/book/show/61111253-symphony-of-secrets,Symphony of Secrets,Brendan Slocumb,Fiction,English,4.27,"14,812","April 18, 2023",448,"1,071",37.6k
178,179,https://www.goodreads.com/book/show/60439686-miss-newbury-s-list,Miss Newbury's List,Megan Walker,Romance,English,4.08,"4,186","February 7, 2023",368,170,"7,827"
179,179,https://www.goodreads.com/book/show/101404407-absolution,Absolution,Alice McDermott,Historical Fiction,English,3.79,"22,373","October 31, 2023",324,"3,743",45.4k
180,181,https://www.goodreads.com/book/show/60679392-i-keep-my-exoskeletons-to-myself,I Keep My Exoskeletons to Myself,Marisa Crane,Science Fiction,English,3.92,"6,587","January 17, 2023",352,366,49.4k
181,182,https://www.goodreads.com/book/show/61423989-a-fever-in-the-heartland,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,Nonfiction,English,4.37,"35,003","April 4, 2023",432,"4,866",109k
182,183,https://www.goodreads.com/book/show/63214619-a-kingdom-of-venom-and-vows,A Kingdom of Venom and Vows,Holly Renee,Fantasy,English,3.52,"24,183","March 23, 2023",314,"2,495",22k
183,184,https://www.goodreads.com/book/show/60784305-untethered-sky,Untethered Sky,Fonda Lee,Fantasy,English,3.89,"9,781","April 11, 2023",150,269,35.6k
184,184,https://www.goodreads.com/book/show/62061535-twin-truths,Twin Truths,Jacqueline Sutherland,Thriller,English,4.10,142,"March 16, 2023",304,7,261
185,186,https://www.goodreads.com/book/show/61420120-natural-beauty,Natural Beauty,Ling Ling Huang,Horror,English,3.80,"15,676","April 4, 2023",272,620,73.6k
186,187,https://www.goodreads.com/book/show/62804258-the-brothers-hawthorne,The Brothers Hawthorne,Jennifer Lynn Barnes,Mystery,English,3.93,"112,568","August 29, 2023",480,13.4k,214k
187,188,https://www.goodreads.com/book/show/123237482-dark-woods-deep-water,"Dark Woods, Deep Water",Jelena Dunato,Fantasy,English,3.77,346,"September 19, 2023",321,27,"6,101"
188,189,https://www.goodreads.com/book/show/122495892-meet-your-match,Meet Your Match,Kandi Steiner,Sports Romance,English,3.97,"22,789","July 7, 2023",368,"4,528",27.9k
189,190,https://www.goodreads.com/book/show/63095160-the-temporary-wife,The Temporary Wife,Catharina Maura,Romance,English,4.04,"58,529","February 3, 2023",384,13k,43.1k
190,191,https://www.goodreads.com/book/show/61273768-pomegranate,Pomegranate,Helen Elaine Lee,Fiction,English,4.03,"3,132","April 11, 2023",352,547,22.2k
191,191,https://www.goodreads.com/book/show/61137055-critical-threat,Critical Threat,Lynette Eason,Christian Fiction,English,4.43,"3,011","January 3, 2023",304,220,"4,495"
192,193,https://www.goodreads.com/book/show/59917933-the-blue-bar,The Blue Bar,Damyanti Biswas,Mystery,English,3.72,"4,513","January 1, 2023",395,"4,148",19.2k
193,193,https://www.goodreads.com/book/show/60833946-you-must-remember-this,You Must Remember This,Kat Rosenfield,Mystery,English,3.50,"4,215","January 10, 2023",320,338,21.3k
194,195,https://www.goodreads.com/book/show/61245825-the-last-lifeboat,The Last Lifeboat,Hazel Gaynor,Historical Fiction,English,4.32,"7,105","June 13, 2023",416,498,18.9k
195,196,https://www.goodreads.com/book/show/63368678-blood-of-my-monster,Blood of My Monster,Rina Kent,Romance,English,4.18,"45,876","January 26, 2023",349,"4,687",51.9k
196,196,https://www.goodreads.com/book/show/62039291-king,King: A Life,Jonathan Eig,Biography,English,4.66,"8,565","May 16, 2023",688,"2,192",48.5k
197,198,https://www.goodreads.com/book/show/60784729-biography-of-x,Biography of X,Catherine Lacey,Fiction,English,3.84,"12,343","March 21, 2023",416,"1,876",56.6k
198,199,https://www.goodreads.com/book/show/60753741-sleep-no-more,Sleep No More,Jayne Ann Krentz,Romance,English,3.90,"6,921","January 3, 2023",332,"1,179","3,235"
199,199,https://www.goodreads.com/book/show/61812836-crook-manifesto,Crook Manifesto,Colson Whitehead,Fiction,English,3.87,"17,143","July 18, 2023",336,"3,519",44k
200,201,https://www.goodreads.com/book/show/75513900-powerless,Powerless,Lauren Roberts,Fantasy,English,4.19,"498,292","January 31, 2023",523,47.8k,889k
201,202,https://www.goodreads.com/book/show/61137156-the-rose-and-the-thistle,The Rose and the Thistle,Laura Frantz,Historical Fiction,English,4.16,"2,558","January 1, 2023",416,453,"9,151"
202,202,https://www.goodreads.com/book/show/61885098-identity,Identity,Nora Roberts,Romance,English,4.31,"59,905","May 23, 2023",437,"7,338",36.9k
203,204,https://www.goodreads.com/book/show/123255391-the-graham-effect,The Graham Effect,Elle Kennedy,Romance,English,4.20,"168,656","October 31, 2023",498,10.1k,145k
204,205,https://www.goodreads.com/book/show/60784616-make-a-wish,Make a Wish,Helena Hunting,Romance,English,3.70,"8,274","January 24, 2023",368,247,20.8k
205,206,https://www.goodreads.com/book/show/61883167-return-to-satterthwaite-court,Return to Satterthwaite Court,Mimi Matthews,Historical Romance,English,4.13,"2,090","April 11, 2023",285,157,"1,280"
206,207,https://www.goodreads.com/book/show/61111274-hijab-butch-blues,Hijab Butch Blues,Lamya H.,Memoir,English,4.48,"13,552","February 7, 2023",284,753,46.3k
207,208,https://www.goodreads.com/book/show/59952867-the-survivalists,The Survivalists,Kashana Cauley,Fiction,English,2.93,"3,982","January 10, 2023",288,588,23.7k
208,209,https://www.goodreads.com/book/show/139399948-the-running-grave,The Running Grave,Robert Galbraith,Mystery,English,4.60,"88,983","September 26, 2023",960,"6,681",24.1k
209,210,https://www.goodreads.com/book/show/80340956-crossed,Crossed,Emily McIntire,Romance,English,3.72,"50,328","August 1, 2023",418,"5,247",118k
210,210,https://www.goodreads.com/book/show/123226695-the-secret,The Secret,Lee Child,Thriller,English,4.08,"50,348","October 24, 2023",292,"7,482",24.2k
211,212,https://www.goodreads.com/book/show/70584063-the-longmire-defense,The Longmire Defense,Craig Johnson,Mystery,English,4.56,"9,042","September 5, 2023",368,992,"2,874"
212,212,https://www.goodreads.com/book/show/60392079-how-can-i-help-you,How Can I Help You,Laura Sims,Thriller,English,3.42,"13,149","July 18, 2023",256,868,29k
213,214,https://www.goodreads.com/book/show/138358709-a-ship-of-bones-teeth,A Ship of Bones & Teeth,Karina Halle,Fantasy,English,3.79,"16,681","May 25, 2023",442,"2,683",38.3k
214,215,https://www.goodreads.com/book/show/63946938-the-wake-up-call,The Wake-Up Call,Beth O'Leary,Romance,English,3.56,"40,044","September 26, 2023",356,"2,453",49.7k
215,216,https://www.goodreads.com/book/show/123036004-the-berry-pickers,The Berry Pickers,Amanda Peters,Fiction,English,4.12,"141,183","April 4, 2023",307,11k,240k
216,217,https://www.goodreads.com/book/show/61434791-twisted,Twisted,Emily McIntire,Fantasy,English,3.87,"86,342","February 7, 2023",366,"6,851",148k
217,218,https://www.goodreads.com/book/show/62196151-the-forbidden-wolf-king,The Forbidden Wolf King,Leia Stone,Fantasy,English,4.13,"7,546","July 29, 2023",319,"1,279",12.9k
218,219,https://www.goodreads.com/book/show/179940689-agent-gatz,Agent Gatz: A Great Gatsby Prequel,R.M. Spencer,Mystery,English,4.10,108,"September 12, 2023",330,12,"9,398"
219,219,https://www.goodreads.com/book/show/195815914-the-last-interview-of-ada-fenn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
220,221,https://www.goodreads.com/book/show/63259254-the-attic-at-wilton-place,The Attic at Wilton Place,C.E. Rose,Thriller,English,3.64,302,"March 30, 2023",398,18,400
221,222,https://www.goodreads.com/book/show/60965426-the-creative-act,The Creative Act: A Way of Being,Rick Rubin,Nonfiction,English,4.03,"50,449","January 17, 2023",406,20.9k,161k
222,223,https://www.goodreads.com/book/show/61685822-monsters,Monsters: A Fan's Dilemma,Claire Dederer,Nonfiction,English,3.76,"15,024","April 25, 2023",257,"2,014",47.3k
223,224,https://www.goodreads.com/book/show/63214019-looking-glass-sound,Looking Glass Sound,Catriona Ward,Horror,English,3.48,"14,333","August 8, 2023",400,842,44.1k
224,225,https://www.goodreads.com/book/show/63272876-orphia-and-eurydicius,Orphia and Eurydicius,Elyse John,Mythology,English,3.52,"1,159","May 1, 2023",400,255,16.6k
225,226,https://www.goodreads.com/book/show/61153745-on-the-savage-side,On the Savage Side,Tiffany McDaniel,Fiction,English,4.06,"8,010","February 14, 2023",464,583,54.8k
226,226,https://www.goodreads.com/book/show/60581370-the-jasad-heir,The Jasad Heir,Sara Hashem,Fantasy,English,3.97,"17,166","July 18, 2023",523,"1,673",104k
227,228,https://www.goodreads.com/book/show/62806709-camp-damascus,Camp Damascus,Chuck Tingle,Horror,English,3.91,"17,931","July 18, 2023",250,993,45k
228,229,https://www.goodreads.com/book/show/60784756-the-wonder-paradox,The Wonder Paradox: Embracing the Weirdness of Existence and the Poetry of Our Lives,Jennifer Michael Hecht,Poetry,English,3.99,160,"March 7, 2023",368,76,"3,379"
229,230,https://www.goodreads.com/book/show/61391802-white-cat-black-dog,"White Cat, Black Dog: Stories",Kelly Link,Short Stories,N/A,3.83,"6,396","March 28, 2023",272,993,19.2k
230,230,https://www.goodreads.com/book/show/65213543-bookshops-bonedust,Bookshops & Bonedust,Travis Baldree,Fantasy,English,4.16,"76,204","November 7, 2023",336,"5,746",137k
231,230,https://www.goodreads.com/book/show/65214566-payback-in-death,Payback in Death,J.D. Robb,Mystery,English,4.47,"22,585","September 5, 2023",368,"2,606",11.2k
232,233,https://www.goodreads.com/book/show/62039276-fancy-bear-goes-phishing,"Fancy Bear Goes Phishing: The Dark History of the Information Age, in Five Extraordinary Hacks",Scott J. Shapiro,Nonfiction,English,3.96,"1,541","May 23, 2023",420,377,"5,669"
233,233,https://www.goodreads.com/book/show/60864807-encore-in-death,Encore in Death,J.D. Robb,Mystery,English,4.40,"23,285","February 7, 2023",375,"2,753","8,874"
234,235,https://www.goodreads.com/book/show/63836013-baking-yesteryear,Baking Yesteryear: The Best Recipes from the 1900s to the 1980s,B. Dylan Hollis,Cookbooks,English,4.47,"3,299","July 25, 2023",256,567,18k
235,236,https://www.goodreads.com/book/show/43606308-defiant,Defiant,Brandon Sanderson,Science Fiction,English,4.33,"28,712","November 21, 2023",420,"2,334",36.9k
236,236,https://www.goodreads.com/book/show/61111246-victory-city,Victory City,Salman Rushdie,Fantasy,English,3.79,"12,423","February 7, 2023",336,"2,383",59k
237,236,https://www.goodreads.com/book/show/60588456-the-maid-s-diary,The Maid's Diary,Loreth Anne White,Thriller,English,4.23,"89,538","March 1, 2023",369,20.2k,130k
238,239,https://www.goodreads.com/book/show/123244793-runaway-love,Runaway Love,Melanie Harlow,Romance,English,4.09,"39,572","May 4, 2023",402,"4,698",38.5k
239,239,https://www.goodreads.com/book/show/61273342-camp-zero,Camp Zero,Michelle Min Sterling,Science Fiction,English,3.21,"19,341","March 30, 2023",304,"1,443",53.8k
240,241,https://www.goodreads.com/book/show/58675447-the-last-heir-to-blackwood-library,The Last Heir to Blackwood Library,Hester Fox,Historical Fiction,English,3.37,"14,418","April 4, 2023",320,"1,303",36k
241,242,https://www.goodreads.com/book/show/62313333-the-benevolent-society-of-ill-mannered-ladies,The Benevolent Society of Ill-Mannered Ladies,Alison Goodman,Historical Fiction,English,4.18,"13,477","May 30, 2023",452,"1,181",25.3k
242,242,https://www.goodreads.com/book/show/78441449-judgment-prey,Judgment Prey,John Sandford,Mystery,English,4.36,"24,736","October 3, 2023",395,"3,061","2,933"
243,244,https://www.goodreads.com/book/show/64623481-the-september-house,The September House,Carissa Orlando,Horror,English,3.90,"60,549","September 5, 2023",352,"3,332",162k
244,245,https://www.goodreads.com/book/show/63833664-after-that-night,After That Night,Karin Slaughter,Thriller,English,4.26,"56,884","June 22, 2023",432,"4,939",71.3k
245,246,https://www.goodreads.com/book/show/107526261-teen-titans,Teen Titans: Robin,Kami Garcia,Graphic Novels,English,4.09,"5,563","March 7, 2023",196,106,"6,224"
246,246,https://www.goodreads.com/book/show/60831918-dust-child,Dust Child,Nguyễn Phan Quế Mai,Historical Fiction,English,4.23,"14,189","March 14, 2023",352,867,32.8k
247,246,https://www.goodreads.com/book/show/88151671-caught-up,Caught Up,Liz Tomforde,Romance,English,4.43,"193,849","October 10, 2023",393,10.8k,163k
248,249,https://www.goodreads.com/book/show/60741794-wandering-souls,Wandering Souls,Cecile Pin,Historical Fiction,English,4.14,"13,876","March 21, 2023",240,437,46k
249,250,https://www.goodreads.com/book/show/61237032-seven-faceless-saints,Seven Faceless Saints,M.K. Lobb,Fantasy,English,3.49,"6,305","February 7, 2023",400,428,30.4k
250,251,https://www.goodreads.com/book/show/63910262-two-twisted-crowns,Two Twisted Crowns,Rachel Gillig,Fantasy,English,4.42,"248,003","October 17, 2023",437,18.2k,208k
251,251,https://www.goodreads.com/book/show/61843534-dark-angel,Dark Angel,John Sandford,Mystery,English,4.22,"22,710","April 11, 2023",416,"3,232","3,630"
252,253,https://www.goodreads.com/book/show/60784759-beyond-that-the-sea,"Beyond That, the Sea",Laura Spence-Ash,Historical Fiction,English,4.23,"43,758","March 21, 2023",351,"7,158",76.8k
253,254,https://www.goodreads.com/book/show/60656848-the-princess-and-the-grilled-cheese-sandwich,The Princess and the Grilled Cheese Sandwich,Deya Muniz,Graphic Novels,N/A,4.39,"18,324","May 9, 2023",256,257,26.1k
254,255,https://www.goodreads.com/book/show/122765395-elon-musk,Elon Musk,Walter Isaacson,Biography,English,4.39,"54,802","September 12, 2023",688,14.4k,54.1k
255,256,https://www.goodreads.com/book/show/60913577-the-half-moon,The Half Moon,Mary Beth Keane,Fiction,English,3.40,"26,229","May 2, 2023",304,"1,451",93.2k
256,257,https://www.goodreads.com/book/show/128138997-the-honeymoon-crashers,The Honeymoon Crashers,Christina Lauren,Romance,English,3.57,"55,914","August 1, 2023",5,705,53.3k
257,258,https://www.goodreads.com/book/show/62873378-the-art-thief,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,Nonfiction,English,3.96,"52,151","June 27, 2023",224,"5,239",113k
258,259,https://www.goodreads.com/book/show/60316964-in-limbo,In Limbo,Deb J.J. Lee,Graphic Novels,English,4.18,"4,849","March 7, 2023",348,105,11.7k
259,260,https://www.goodreads.com/book/show/63226821-no-two-persons,No Two Persons,Erica Bauermeister,Fiction,English,4.09,"24,689","May 2, 2023",301,"1,387",63.6k
260,260,https://www.goodreads.com/book/show/61714636-the-golden-doves,The Golden Doves,Martha Hall Kelly,Historical Fiction,English,4.18,"15,516","April 18, 2023",704,"1,362",46.8k
261,262,https://www.goodreads.com/book/show/61344814-death-of-a-bookseller,Death of a Bookseller,Alice Slater,Thriller,English,3.46,"13,673","April 25, 2023",384,643,36k
262,262,https://www.goodreads.com/book/show/60784815-couplets,Couplets,Maggie Millner,Poetry,English,3.75,"3,859","February 7, 2023",128,138,14.3k
